topic,category,std_residual,track,significant,direction
objective-c,referential,-2.7814705106344846,tags,TRUE,under_represented
excel,referential,-3.5616227667789753,tags,TRUE,under_represented
pandas,referential,-9.471747040930206,tags,TRUE,under_represented
regex,referential,0.8822149213828812,tags,FALSE,not_significant
angularjs,referential,-7.585653628540864,tags,TRUE,under_represented
typescript,referential,-2.045992628660634,tags,TRUE,under_represented
ruby,referential,-5.604544109997612,tags,TRUE,under_represented
linux,referential,6.986123478400785,tags,TRUE,over_represented
ajax,referential,-6.637627510973703,tags,TRUE,under_represented
iphone,referential,-0.8759479660505344,tags,FALSE,not_significant
vba,referential,-2.623177177819717,tags,TRUE,under_represented
xml,referential,0.6880946757311722,tags,FALSE,not_significant
laravel,referential,-3.2203860479371276,tags,TRUE,under_represented
spring,referential,4.352857208172515,tags,TRUE,over_represented
asp.net-mvc,referential,-2.0271869236455258,tags,TRUE,under_represented
database,referential,7.754545917505623,tags,TRUE,over_represented
wordpress,referential,3.573294921282663,tags,TRUE,over_represented
string,referential,-1.0760080080667358,tags,FALSE,not_significant
postgresql,referential,5.140588592653989,tags,TRUE,over_represented
flutter,referential,-1.1623204267437,tags,FALSE,not_significant
mongodb,referential,-0.5007232597680591,tags,FALSE,not_significant
wpf,referential,-6.612512884806962,tags,TRUE,under_represented
windows,referential,3.219925225177662,tags,TRUE,over_represented
bash,referential,-1.9714718792671586,tags,FALSE,not_significant
xcode,referential,2.4464536767431286,tags,TRUE,over_represented
amazon-web-services,referential,-5.434844757608731,tags,TRUE,under_represented
oracle-database,referential,12.707224735534576,tags,TRUE,over_represented
git,referential,9.33258378764438,tags,TRUE,over_represented
dataframe,referential,-5.5064952013339825,tags,TRUE,under_represented
spring-boot,referential,2.639520347681211,tags,TRUE,over_represented
azure,referential,-4.221319739669254,tags,TRUE,under_represented
list,referential,-2.311553447637031,tags,TRUE,under_represented
multithreading,referential,3.8770883052020735,tags,TRUE,over_represented
firebase,referential,0.11560406587719625,tags,FALSE,not_significant
vb.net,referential,3.119046543787293,tags,TRUE,over_represented
docker,referential,-6.377330448202967,tags,TRUE,under_represented
react-native,referential,-0.9973351805004227,tags,FALSE,not_significant
eclipse,referential,6.41667068379844,tags,TRUE,over_represented
algorithm,referential,12.259003084230287,tags,TRUE,over_represented
powershell,referential,-4.30550979052405,tags,TRUE,under_represented
macos,referential,3.161943632188932,tags,TRUE,over_represented
numpy,referential,-1.2404524274266258,tags,FALSE,not_significant
visual-studio,referential,5.690023434293194,tags,TRUE,over_represented
forms,referential,-1.5170526958949027,tags,FALSE,not_significant
image,referential,-1.123309079974512,tags,FALSE,not_significant
function,referential,0.07085185841370356,tags,FALSE,not_significant
scala,referential,4.687932053348314,tags,TRUE,over_represented
vue.js,referential,-3.498392511521014,tags,TRUE,under_represented
twitter-bootstrap,referential,-3.5222451974037923,tags,TRUE,under_represented
performance,referential,28.311848626299284,tags,TRUE,over_represented
winforms,referential,0.4897959881251796,tags,FALSE,not_significant
selenium,referential,-2.2452571659572444,tags,TRUE,under_represented
loops,referential,-3.3373177588822966,tags,TRUE,under_represented
kotlin,referential,3.2508122411272655,tags,TRUE,over_represented
sqlite,referential,-0.6962862555692189,tags,FALSE,not_significant
matlab,referential,0.6082156491087497,tags,FALSE,not_significant
python-2.7,referential,-1.0704645332004086,tags,FALSE,not_significant
hibernate,referential,-1.0234485802614686,tags,FALSE,not_significant
shell,referential,-0.13069478984578967,tags,FALSE,not_significant
express,referential,-4.739079029410942,tags,TRUE,under_represented
dart,referential,-2.219749792780625,tags,TRUE,under_represented
entity-framework,referential,-1.3779069474843426,tags,FALSE,not_significant
csv,referential,-4.978161379453648,tags,TRUE,under_represented
rest,referential,1.4473436467019658,tags,FALSE,not_significant
apache,referential,2.093829263686207,tags,TRUE,over_represented
maven,referential,0.8937114504164073,tags,FALSE,not_significant
android-studio,referential,3.3979287729523917,tags,TRUE,over_represented
linq,referential,2.1648400285703535,tags,TRUE,over_represented
dictionary,referential,-2.2164573726700803,tags,TRUE,under_represented
qt,referential,2.4967156429975943,tags,TRUE,over_represented
asp.net-core,referential,-0.4225155806387995,tags,FALSE,not_significant
unit-testing,referential,-2.017368469504269,tags,TRUE,under_represented
facebook,referential,-1.5447829621203661,tags,FALSE,not_significant
swing,referential,2.8432767572692783,tags,TRUE,over_represented
file,referential,-2.392201917173039,tags,TRUE,under_represented
class,referential,-0.662667177825647,tags,FALSE,not_significant
apache-spark,referential,-0.2069117604338022,tags,FALSE,not_significant
tensorflow,referential,1.1560169743615,tags,FALSE,not_significant
sorting,referential,8.409207306841257,tags,TRUE,over_represented
date,referential,0.8817046721687593,tags,FALSE,not_significant
unity-game-engine,referential,6.937462097594525,tags,TRUE,over_represented
t-sql,referential,5.28640941093349,tags,TRUE,over_represented
go,referential,2.506917567527726,tags,TRUE,over_represented
authentication,referential,-1.8997183536809945,tags,FALSE,not_significant
symfony,referential,-3.2215154635855185,tags,TRUE,under_represented
for-loop,referential,-2.8706404143718376,tags,TRUE,under_represented
.htaccess,referential,-1.7536212210997515,tags,FALSE,not_significant
matplotlib,referential,-2.7809452251892126,tags,TRUE,under_represented
datetime,referential,0.28376627727365655,tags,FALSE,not_significant
opencv,referential,5.1657191830830165,tags,TRUE,over_represented
google-chrome,referential,0.7182687684479199,tags,FALSE,not_significant
codeigniter,referential,0.4071303886139477,tags,FALSE,not_significant
perl,referential,5.197642902147566,tags,TRUE,over_represented
validation,referential,-2.806479992795361,tags,TRUE,under_represented
http,referential,-2.781454682635501,tags,TRUE,under_represented
sockets,referential,-1.3557934957652038,tags,FALSE,not_significant
object,referential,-0.45132332185885854,tags,FALSE,not_significant
google-maps,referential,-2.3155897852497014,tags,TRUE,under_represented
uitableview,referential,-2.7006341715693285,tags,TRUE,under_represented
xaml,referential,-4.2050855754387655,tags,TRUE,under_represented
if-statement,referential,1.3529459296368704,tags,FALSE,not_significant
oop,referential,9.127127504152146,tags,TRUE,over_represented
ubuntu,referential,1.9407505356452324,tags,FALSE,not_significant
cordova,referential,1.6093364614029593,tags,FALSE,not_significant
visual-studio-code,referential,5.281721053292118,tags,TRUE,over_represented
email,referential,0.7334764313795672,tags,FALSE,not_significant
android-layout,referential,2.000923323980788,tags,TRUE,over_represented
ms-access,referential,-2.4446827153633017,tags,TRUE,under_represented
web-services,referential,0.4460813204927087,tags,FALSE,not_significant
spring-mvc,referential,0.9448010632863291,tags,FALSE,not_significant
ggplot2,referential,-7.473923066569929,tags,TRUE,under_represented
parsing,referential,0.322992849817123,tags,FALSE,not_significant
pointers,referential,0.31264922215340374,tags,FALSE,not_significant
github,referential,2.054020976005647,tags,TRUE,over_represented
user-interface,referential,1.7011864535597208,tags,FALSE,not_significant
kubernetes,referential,-0.5203182383111775,tags,FALSE,not_significant
c++11,referential,8.264599057937287,tags,TRUE,over_represented
selenium-webdriver,referential,0.3818086953479117,tags,FALSE,not_significant
google-sheets,referential,-9.088208313804078,tags,TRUE,under_represented
elasticsearch,referential,-4.644361259161016,tags,TRUE,under_represented
google-apps-script,referential,-11.595939937824745,tags,TRUE,under_represented
templates,referential,7.049684027889177,tags,TRUE,over_represented
ruby-on-rails-3,referential,-5.117111366462138,tags,TRUE,under_represented
security,referential,-3.5246458486021792,tags,TRUE,under_represented
variables,referential,-4.281236866801515,tags,TRUE,under_represented
machine-learning,referential,8.718402893056428,tags,TRUE,over_represented
flask,referential,-3.7043814010424807,tags,TRUE,under_represented
sql-server-2008,referential,4.6547203340117775,tags,TRUE,over_represented
exception,referential,6.126878169054858,tags,TRUE,over_represented
tkinter,referential,-0.2924301564667769,tags,FALSE,not_significant
delphi,referential,9.197927977338994,tags,TRUE,over_represented
nginx,referential,-0.15762109565504825,tags,FALSE,not_significant
listview,referential,0.8057939048190117,tags,FALSE,not_significant
haskell,referential,7.774057823688479,tags,TRUE,over_represented
debugging,referential,5.681605620311355,tags,TRUE,over_represented
asynchronous,referential,-1.7467692905487169,tags,FALSE,not_significant
jpa,referential,2.476583977232318,tags,TRUE,over_represented
jsp,referential,1.012651688430573,tags,FALSE,not_significant
web-scraping,referential,0.25638241047247556,tags,FALSE,not_significant
gradle,referential,4.995884813198752,tags,TRUE,over_represented
batch-file,referential,-2.7401402484038218,tags,TRUE,under_represented
generics,referential,2.6305563173146442,tags,TRUE,over_represented
xamarin,referential,-1.5758296839388402,tags,FALSE,not_significant
pdf,referential,0.018869727022693874,tags,FALSE,not_significant
google-cloud-platform,referential,-1.0598809791063226,tags,FALSE,not_significant
wcf,referential,-1.6619752741461076,tags,FALSE,not_significant
amazon-s3,referential,-4.099951527588944,tags,TRUE,under_represented
ssl,referential,2.4375440998162237,tags,TRUE,over_represented
testing,referential,0.7650970789283321,tags,FALSE,not_significant
jenkins,referential,-3.8097628568558206,tags,TRUE,under_represented
npm,referential,0.572889675548833,tags,FALSE,not_significant
unix,referential,0.5809227311905036,tags,FALSE,not_significant
recursion,referential,-2.9715509006860352,tags,TRUE,under_represented
ionic-framework,referential,0.5314212306739631,tags,FALSE,not_significant
network-programming,referential,2.683144449684353,tags,TRUE,over_represented
google-app-engine,referential,-2.2681131834296164,tags,TRUE,under_represented
visual-studio-2010,referential,3.09090612461865,tags,TRUE,over_represented
mongoose,referential,-2.5141501036751746,tags,TRUE,under_represented
assembly,referential,8.730631730172432,tags,TRUE,over_represented
.net-core,referential,0.03650575512603663,tags,FALSE,not_significant
android-fragments,referential,-2.412784898249421,tags,TRUE,under_represented
math,referential,4.106384082074742,tags,TRUE,over_represented
join,referential,9.808892531237507,tags,TRUE,over_represented
winapi,referential,3.232783268291732,tags,TRUE,over_represented
svg,referential,-2.1492609425495908,tags,TRUE,under_represented
rust,referential,1.2199292073491732,tags,FALSE,not_significant
animation,referential,-3.4834548376956467,tags,TRUE,under_represented
session,referential,-4.713663213946724,tags,TRUE,under_represented
intellij-idea,referential,1.5242348916442026,tags,FALSE,not_significant
django-models,referential,-6.560425064533221,tags,TRUE,under_represented
laravel-5,referential,-1.239596598805651,tags,FALSE,not_significant
curl,referential,-1.0316930940042155,tags,FALSE,not_significant
hadoop,referential,-0.8885230337360367,tags,FALSE,not_significant
javascript,missing_info,-4.797457364538132,tags,TRUE,under_represented
python,missing_info,-11.581703898155512,tags,TRUE,under_represented
java,missing_info,-7.732964254433719,tags,TRUE,under_represented
c#,missing_info,-15.704206373996689,tags,TRUE,under_represented
php,missing_info,7.095607365274996,tags,TRUE,over_represented
android,missing_info,45.17134525935873,tags,TRUE,over_represented
html,missing_info,0.8447544181670484,tags,FALSE,not_significant
jquery,missing_info,16.66347351750661,tags,TRUE,over_represented
c++,missing_info,-67.59818778278769,tags,TRUE,under_represented
css,missing_info,1.8407911749997008,tags,FALSE,not_significant
sql,missing_info,-6.0314582892685085,tags,TRUE,under_represented
ios,missing_info,-4.316267440820737,tags,TRUE,under_represented
mysql,missing_info,5.035712402614766,tags,TRUE,over_represented
r,missing_info,-11.888167138330974,tags,TRUE,under_represented
reactjs,missing_info,44.43707380292587,tags,TRUE,over_represented
node.js,missing_info,23.691934197891378,tags,TRUE,over_represented
arrays,missing_info,-22.5263061499168,tags,TRUE,under_represented
c,missing_info,-46.73989521084999,tags,TRUE,under_represented
asp.net,missing_info,17.260338915314595,tags,TRUE,over_represented
json,missing_info,26.068373429522325,tags,TRUE,over_represented
.net,missing_info,-19.066888307101085,tags,TRUE,under_represented
sql-server,missing_info,-0.41842436874716216,tags,FALSE,not_significant
python-3.x,missing_info,-5.447236405596617,tags,TRUE,under_represented
ruby-on-rails,missing_info,43.507768968271286,tags,TRUE,over_represented
swift,missing_info,-1.1654113566591224,tags,FALSE,not_significant
django,missing_info,57.31969078495346,tags,TRUE,over_represented
angular,missing_info,34.24040105847741,tags,TRUE,over_represented
objective-c,missing_info,-11.74500739787881,tags,TRUE,under_represented
excel,missing_info,-10.54095224669158,tags,TRUE,under_represented
pandas,missing_info,9.770002927262015,tags,TRUE,over_represented
regex,missing_info,-27.23612423161725,tags,TRUE,under_represented
angularjs,missing_info,22.575960355794177,tags,TRUE,over_represented
typescript,missing_info,10.287721459502098,tags,TRUE,over_represented
ruby,missing_info,10.26287305135003,tags,TRUE,over_represented
linux,missing_info,-23.533426120598524,tags,TRUE,under_represented
ajax,missing_info,18.539209392739476,tags,TRUE,over_represented
iphone,missing_info,-13.714908407250764,tags,TRUE,under_represented
vba,missing_info,-10.156524706149535,tags,TRUE,under_represented
xml,missing_info,11.998903806370022,tags,TRUE,over_represented
laravel,missing_info,46.429366991904544,tags,TRUE,over_represented
spring,missing_info,33.30630799365941,tags,TRUE,over_represented
asp.net-mvc,missing_info,22.283930807408776,tags,TRUE,over_represented
database,missing_info,-7.183437888792887,tags,TRUE,under_represented
wordpress,missing_info,5.170556530281874,tags,TRUE,over_represented
string,missing_info,-23.249005291830557,tags,TRUE,under_represented
postgresql,missing_info,4.91366430560108,tags,TRUE,over_represented
flutter,missing_info,37.56854033397532,tags,TRUE,over_represented
mongodb,missing_info,14.780066681725287,tags,TRUE,over_represented
wpf,missing_info,-6.265500190611245,tags,TRUE,under_represented
windows,missing_info,-18.708229359396896,tags,TRUE,under_represented
bash,missing_info,-22.765610805036136,tags,TRUE,under_represented
xcode,missing_info,-6.120451280648811,tags,TRUE,under_represented
amazon-web-services,missing_info,11.720733096047617,tags,TRUE,over_represented
oracle-database,missing_info,2.376926427975115,tags,TRUE,over_represented
git,missing_info,-29.036177555744096,tags,TRUE,under_represented
dataframe,missing_info,1.9857433052071471,tags,FALSE,not_significant
spring-boot,missing_info,36.77181083558396,tags,TRUE,over_represented
azure,missing_info,20.444139955530826,tags,TRUE,over_represented
list,missing_info,-13.251715650594226,tags,TRUE,under_represented
multithreading,missing_info,-26.096929222446978,tags,TRUE,under_represented
firebase,missing_info,18.622542478376502,tags,TRUE,over_represented
vb.net,missing_info,-7.603265267227454,tags,TRUE,under_represented
docker,missing_info,23.84510402124832,tags,TRUE,over_represented
react-native,missing_info,27.632358737600384,tags,TRUE,over_represented
eclipse,missing_info,-2.097242772300325,tags,TRUE,under_represented
algorithm,missing_info,-40.31300126151528,tags,TRUE,under_represented
powershell,missing_info,-5.630218211134963,tags,TRUE,under_represented
macos,missing_info,-11.481815652301362,tags,TRUE,under_represented
numpy,missing_info,-13.30623506182424,tags,TRUE,under_represented
visual-studio,missing_info,-9.59143805755901,tags,TRUE,under_represented
forms,missing_info,8.494311278305481,tags,TRUE,over_represented
image,missing_info,-3.3591646817708307,tags,TRUE,under_represented
function,missing_info,-16.789973213654825,tags,TRUE,under_represented
scala,missing_info,-8.165667850102299,tags,TRUE,under_represented
vue.js,missing_info,10.496032509965216,tags,TRUE,over_represented
twitter-bootstrap,missing_info,17.004858762022618,tags,TRUE,over_represented
performance,missing_info,-18.116388110911213,tags,TRUE,under_represented
winforms,missing_info,-11.60050971321848,tags,TRUE,under_represented
selenium,missing_info,42.7384643062403,tags,TRUE,over_represented
loops,missing_info,-12.0771700813155,tags,TRUE,under_represented
kotlin,missing_info,9.78941933585618,tags,TRUE,over_represented
sqlite,missing_info,1.8851320953006436,tags,FALSE,not_significant
matlab,missing_info,-19.058324704234142,tags,TRUE,under_represented
python-2.7,missing_info,-3.890327424564852,tags,TRUE,under_represented
hibernate,missing_info,27.026130694560358,tags,TRUE,over_represented
shell,missing_info,-15.651594129449306,tags,TRUE,under_represented
express,missing_info,18.073908418852955,tags,TRUE,over_represented
dart,missing_info,20.441521904838936,tags,TRUE,over_represented
entity-framework,missing_info,10.588943851592997,tags,TRUE,over_represented
csv,missing_info,1.8694955999022604,tags,FALSE,not_significant
rest,missing_info,7.757533556541032,tags,TRUE,over_represented
apache,missing_info,2.542573026080397,tags,TRUE,over_represented
maven,missing_info,18.765093402063183,tags,TRUE,over_represented
android-studio,missing_info,20.001023511002103,tags,TRUE,over_represented
linq,missing_info,-1.8782974754818875,tags,FALSE,not_significant
dictionary,missing_info,-11.609658542167388,tags,TRUE,under_represented
qt,missing_info,-14.861375703853446,tags,TRUE,under_represented
asp.net-core,missing_info,13.634944926887234,tags,TRUE,over_represented
unit-testing,missing_info,-1.0982092883706245,tags,FALSE,not_significant
facebook,missing_info,-2.509498601507162,tags,TRUE,under_represented
swing,missing_info,-20.58621720466785,tags,TRUE,under_represented
file,missing_info,-12.198979101860166,tags,TRUE,under_represented
class,missing_info,-15.130021629224286,tags,TRUE,under_represented
apache-spark,missing_info,9.718267863850063,tags,TRUE,over_represented
tensorflow,missing_info,5.9877543798503785,tags,TRUE,over_represented
sorting,missing_info,-12.532311565482445,tags,TRUE,under_represented
date,missing_info,-7.248450377242497,tags,TRUE,under_represented
unity-game-engine,missing_info,-10.322945251780862,tags,TRUE,under_represented
t-sql,missing_info,-4.018557706803225,tags,TRUE,under_represented
go,missing_info,-5.710020341162125,tags,TRUE,under_represented
authentication,missing_info,-0.2699772493508816,tags,FALSE,not_significant
symfony,missing_info,13.901596939428085,tags,TRUE,over_represented
for-loop,missing_info,-10.825805758248222,tags,TRUE,under_represented
.htaccess,missing_info,2.5821190742100018,tags,TRUE,over_represented
matplotlib,missing_info,-5.657689216341746,tags,TRUE,under_represented
datetime,missing_info,-7.082120162330917,tags,TRUE,under_represented
opencv,missing_info,1.6856440035919824,tags,FALSE,not_significant
google-chrome,missing_info,1.9057873479332756,tags,FALSE,not_significant
codeigniter,missing_info,16.32102003365143,tags,TRUE,over_represented
perl,missing_info,-13.55868314564774,tags,TRUE,under_represented
validation,missing_info,3.133690769172566,tags,TRUE,over_represented
http,missing_info,-0.41220610743256497,tags,FALSE,not_significant
sockets,missing_info,-12.53374891751885,tags,TRUE,under_represented
object,missing_info,-8.803840010486391,tags,TRUE,under_represented
google-maps,missing_info,5.9345478596727546,tags,TRUE,over_represented
uitableview,missing_info,7.177152413161474,tags,TRUE,over_represented
xaml,missing_info,-1.3263991072121886,tags,FALSE,not_significant
if-statement,missing_info,-11.492274634327355,tags,TRUE,under_represented
oop,missing_info,-23.19559625031725,tags,TRUE,under_represented
ubuntu,missing_info,0.22153216136721163,tags,FALSE,not_significant
cordova,missing_info,9.320047688100043,tags,TRUE,over_represented
visual-studio-code,missing_info,-4.167612645026034,tags,TRUE,under_represented
email,missing_info,1.291389544657715,tags,FALSE,not_significant
android-layout,missing_info,14.63447177563836,tags,TRUE,over_represented
ms-access,missing_info,-6.550586508469777,tags,TRUE,under_represented
web-services,missing_info,3.9160422596404483,tags,TRUE,over_represented
spring-mvc,missing_info,23.818819251977065,tags,TRUE,over_represented
ggplot2,missing_info,-2.5866793539291293,tags,TRUE,under_represented
parsing,missing_info,-5.968637053791353,tags,TRUE,under_represented
pointers,missing_info,-19.419516947302625,tags,TRUE,under_represented
github,missing_info,-12.681634718927565,tags,TRUE,under_represented
user-interface,missing_info,-10.531092332634444,tags,TRUE,under_represented
kubernetes,missing_info,18.655860924502086,tags,TRUE,over_represented
c++11,missing_info,-24.311462719190544,tags,TRUE,under_represented
selenium-webdriver,missing_info,31.61547646106675,tags,TRUE,over_represented
google-sheets,missing_info,23.717571093889905,tags,TRUE,over_represented
elasticsearch,missing_info,33.169913386438644,tags,TRUE,over_represented
google-apps-script,missing_info,32.55540973420867,tags,TRUE,over_represented
templates,missing_info,-15.837406818239776,tags,TRUE,under_represented
ruby-on-rails-3,missing_info,11.98919212017641,tags,TRUE,over_represented
security,missing_info,-19.920111209610667,tags,TRUE,under_represented
variables,missing_info,-11.578544756952944,tags,TRUE,under_represented
machine-learning,missing_info,-6.723380353808416,tags,TRUE,under_represented
flask,missing_info,11.615554661235578,tags,TRUE,over_represented
sql-server-2008,missing_info,-0.16123882258014716,tags,FALSE,not_significant
exception,missing_info,0.3121443236696177,tags,FALSE,not_significant
tkinter,missing_info,-13.73982296110024,tags,TRUE,under_represented
delphi,missing_info,-10.404734610120201,tags,TRUE,under_represented
nginx,missing_info,13.531714428802953,tags,TRUE,over_represented
listview,missing_info,12.910371909302121,tags,TRUE,over_represented
haskell,missing_info,-20.04240147893907,tags,TRUE,under_represented
debugging,missing_info,-8.611570134510709,tags,TRUE,under_represented
asynchronous,missing_info,-13.07356231123003,tags,TRUE,under_represented
jpa,missing_info,14.494488493020091,tags,TRUE,over_represented
jsp,missing_info,7.638531576454954,tags,TRUE,over_represented
web-scraping,missing_info,10.411938377768903,tags,TRUE,over_represented
gradle,missing_info,14.12314031826262,tags,TRUE,over_represented
batch-file,missing_info,-11.549100034148148,tags,TRUE,under_represented
generics,missing_info,-14.367820757031142,tags,TRUE,under_represented
xamarin,missing_info,6.331647416402248,tags,TRUE,over_represented
pdf,missing_info,2.1089485260963317,tags,TRUE,over_represented
google-cloud-platform,missing_info,16.371236835418344,tags,TRUE,over_represented
wcf,missing_info,6.375103830886297,tags,TRUE,over_represented
amazon-s3,missing_info,6.820389368088323,tags,TRUE,over_represented
ssl,missing_info,2.482104708024299,tags,TRUE,over_represented
testing,missing_info,0.629175865393008,tags,FALSE,not_significant
jenkins,missing_info,1.1515399059279814,tags,FALSE,not_significant
npm,missing_info,16.29405678708045,tags,TRUE,over_represented
unix,missing_info,-12.243542860979739,tags,TRUE,under_represented
recursion,missing_info,-12.053721794008323,tags,TRUE,under_represented
ionic-framework,missing_info,18.893521115427838,tags,TRUE,over_represented
network-programming,missing_info,-11.716533904849408,tags,TRUE,under_represented
google-app-engine,missing_info,6.694032956312963,tags,TRUE,over_represented
visual-studio-2010,missing_info,-6.583135919981603,tags,TRUE,under_represented
mongoose,missing_info,14.500827250956142,tags,TRUE,over_represented
assembly,missing_info,-12.905743228642761,tags,TRUE,under_represented
.net-core,missing_info,4.852555939452532,tags,TRUE,over_represented
android-fragments,missing_info,17.666665033436832,tags,TRUE,over_represented
math,missing_info,-22.62026563716415,tags,TRUE,under_represented
join,missing_info,0.24710996968347282,tags,FALSE,not_significant
winapi,missing_info,-17.169431280485977,tags,TRUE,under_represented
svg,missing_info,-5.015328382076339,tags,TRUE,under_represented
rust,missing_info,-15.92507570540535,tags,TRUE,under_represented
animation,missing_info,-4.713803740704419,tags,TRUE,under_represented
session,missing_info,-4.509333477928149,tags,TRUE,under_represented
intellij-idea,missing_info,2.222430132473006,tags,TRUE,over_represented
django-models,missing_info,21.564275689860025,tags,TRUE,over_represented
laravel-5,missing_info,21.048675251977453,tags,TRUE,over_represented
curl,missing_info,4.740165719401102,tags,TRUE,over_represented
hadoop,missing_info,9.598629955795326,tags,TRUE,over_represented
javascript,contradiction,-3.1533158442684255,tags,TRUE,under_represented
python,contradiction,-3.5222688472003907,tags,TRUE,under_represented
java,contradiction,3.351507861790796,tags,TRUE,over_represented
c#,contradiction,2.239764780629942,tags,TRUE,over_represented
php,contradiction,0.5851604419629447,tags,FALSE,not_significant
android,contradiction,-4.738762849983117,tags,TRUE,under_represented
html,contradiction,-3.316297895829913,tags,TRUE,under_represented
jquery,contradiction,-3.4274019539540026,tags,TRUE,under_represented
c++,contradiction,11.493460991441227,tags,TRUE,over_represented
css,contradiction,-1.4317834100247828,tags,FALSE,not_significant
sql,contradiction,1.0248705434439784,tags,FALSE,not_significant
ios,contradiction,-0.8159028096666435,tags,FALSE,not_significant
mysql,contradiction,0.006015613217599197,tags,FALSE,not_significant
r,contradiction,-2.052248910455024,tags,TRUE,under_represented
reactjs,contradiction,-3.6844666194669116,tags,TRUE,under_represented
node.js,contradiction,-0.7466995863709046,tags,FALSE,not_significant
arrays,contradiction,0.6483714874359554,tags,FALSE,not_significant
c,contradiction,8.25833081505397,tags,TRUE,over_represented
asp.net,contradiction,-0.30790011390601385,tags,FALSE,not_significant
json,contradiction,-0.5193823430038329,tags,FALSE,not_significant
.net,contradiction,2.5848443562396586,tags,TRUE,over_represented
sql-server,contradiction,0.43408404652282756,tags,FALSE,not_significant
python-3.x,contradiction,-2.603104300830768,tags,TRUE,under_represented
ruby-on-rails,contradiction,-0.7769305710790461,tags,FALSE,not_significant
swift,contradiction,-0.016244879539617844,tags,FALSE,not_significant
django,contradiction,-1.5043246883599963,tags,FALSE,not_significant
angular,contradiction,-0.9257050751374001,tags,FALSE,not_significant
objective-c,contradiction,-0.7169840135660913,tags,FALSE,not_significant
excel,contradiction,-1.5115199810366116,tags,FALSE,not_significant
pandas,contradiction,-2.8270607548781053,tags,TRUE,under_represented
regex,contradiction,2.233549449428959,tags,TRUE,over_represented
angularjs,contradiction,-2.920664863653848,tags,TRUE,under_represented
typescript,contradiction,-1.9848811066120469,tags,FALSE,not_significant
ruby,contradiction,1.159949187419836,tags,FALSE,not_significant
linux,contradiction,-0.3686157573581703,tags,FALSE,not_significant
ajax,contradiction,-2.7723162295569583,tags,TRUE,under_represented
iphone,contradiction,-0.557591610898185,tags,FALSE,not_significant
vba,contradiction,-1.877588986010835,tags,FALSE,not_significant
xml,contradiction,-0.11649068299915864,tags,FALSE,not_significant
laravel,contradiction,-2.68102208524544,tags,TRUE,under_represented
spring,contradiction,-0.6643590745925974,tags,FALSE,not_significant
asp.net-mvc,contradiction,-0.19484462494951543,tags,FALSE,not_significant
database,contradiction,0.3088867507860295,tags,FALSE,not_significant
wordpress,contradiction,-0.40622510238414267,tags,FALSE,not_significant
string,contradiction,2.1451270612310016,tags,TRUE,over_represented
postgresql,contradiction,0.8721724822423542,tags,FALSE,not_significant
flutter,contradiction,-2.3009074591445167,tags,TRUE,under_represented
mongodb,contradiction,-0.14267526790295962,tags,FALSE,not_significant
wpf,contradiction,-1.7094744958915564,tags,FALSE,not_significant
windows,contradiction,0.45322326906800464,tags,FALSE,not_significant
bash,contradiction,1.0122360875910166,tags,FALSE,not_significant
xcode,contradiction,-0.5727281802901281,tags,FALSE,not_significant
amazon-web-services,contradiction,-0.45721495260664713,tags,FALSE,not_significant
oracle-database,contradiction,1.410108959917966,tags,FALSE,not_significant
git,contradiction,1.705133667019107,tags,FALSE,not_significant
dataframe,contradiction,-2.0330137023029926,tags,TRUE,under_represented
spring-boot,contradiction,-0.10250561113928629,tags,FALSE,not_significant
azure,contradiction,-1.1233659991800855,tags,FALSE,not_significant
list,contradiction,0.33061467961902513,tags,FALSE,not_significant
multithreading,contradiction,3.8630746920271894,tags,TRUE,over_represented
firebase,contradiction,0.13720498074175166,tags,FALSE,not_significant
vb.net,contradiction,-0.3231377598726317,tags,FALSE,not_significant
docker,contradiction,-1.4914378556460108,tags,FALSE,not_significant
react-native,contradiction,-0.4910070509415507,tags,FALSE,not_significant
eclipse,contradiction,-1.201423520436131,tags,FALSE,not_significant
algorithm,contradiction,4.644850101567851,tags,TRUE,over_represented
powershell,contradiction,2.410763388245329,tags,TRUE,over_represented
macos,contradiction,0.7146731641709465,tags,FALSE,not_significant
numpy,contradiction,-1.0676195157863955,tags,FALSE,not_significant
visual-studio,contradiction,0.2687660343326082,tags,FALSE,not_significant
forms,contradiction,-2.0824024210319045,tags,TRUE,under_represented
image,contradiction,-1.621340128914447,tags,FALSE,not_significant
function,contradiction,1.007225551657902,tags,FALSE,not_significant
scala,contradiction,0.8946437646236286,tags,FALSE,not_significant
vue.js,contradiction,-1.6693248410349681,tags,FALSE,not_significant
twitter-bootstrap,contradiction,-1.7507879857937894,tags,FALSE,not_significant
performance,contradiction,1.4250738569797619,tags,FALSE,not_significant
winforms,contradiction,-0.45813259050088156,tags,FALSE,not_significant
selenium,contradiction,-1.9285394890854088,tags,FALSE,not_significant
loops,contradiction,-0.47125438612470283,tags,FALSE,not_significant
kotlin,contradiction,1.2669244447694914,tags,FALSE,not_significant
sqlite,contradiction,-0.7420081229987017,tags,FALSE,not_significant
matlab,contradiction,-1.1818792757996242,tags,FALSE,not_significant
python-2.7,contradiction,1.7005876805506284,tags,FALSE,not_significant
hibernate,contradiction,-0.6772755140537656,tags,FALSE,not_significant
shell,contradiction,1.5907998401589578,tags,FALSE,not_significant
