topic,category,n_miscomm,n_no_miscomm,n_total,p_value,estimate,ci_lower,ci_upper,p_adj,significant,direction
spring-boot,referential,1068,144484,145552,0.002220571428510681,0.007337583818841377,-0.001158707055490795,-2.788651160841621e-4,0.0032655462183980607,TRUE,below_baseline
azure,referential,750,141759,142509,5.340877429288808e-32,0.005262825505757531,-0.003170920843631038,-0.0024161679541116103,2.605306063067711e-31,TRUE,below_baseline
list,referential,1375,140062,141437,2.937562153746422e-12,0.009721642851587633,0.0011526616647855497,0.0021778842291320056,7.2532398857936345e-12,TRUE,above_baseline
multithreading,referential,1821,137515,139336,2.19916784350653e-96,0.013069127863581559,0.0044153477134306835,0.005610168204474723,3.3833351438562e-95,TRUE,above_baseline
firebase,referential,1019,137920,138939,0.002670050699597196,0.007334153837295504,-0.001172312412974363,-2.7211972169233916e-4,0.0038143581422817084,TRUE,below_baseline
vb.net,referential,1394,137450,138844,1.7450489085100474e-16,0.010040044942525424,0.0014580432065354405,0.0025093068692576964,5.629190027451766e-16,TRUE,above_baseline
docker,referential,695,133613,134308,4.283971499333506e-32,0.0051746731393513415,-0.003267098864473297,-0.00249629466608173,2.1419857496667533e-31,TRUE,below_baseline
react-native,referential,635,127718,128353,1.598672127057371e-35,0.0049472937913410675,-0.0034946013390570016,-0.0027235508875185738,8.64147095706687e-35,TRUE,below_baseline
eclipse,referential,1088,121016,122104,8.716559720698988e-4,0.008910437004520736,3.257444993944211e-4,0.0013823897003893415,0.0013009790627908939,TRUE,above_baseline
algorithm,referential,2378,118274,120652,0,0.019709577959752013,0.010868056236025846,0.01243835987422047,0,TRUE,above_baseline
powershell,referential,671,117508,118179,6.806635428613446e-20,0.005677827702045202,-0.002808434844284637,-0.001948649560882669,2.4309412245048024e-19,TRUE,below_baseline
macos,referential,837,113952,114789,0.0038282740585767485,0.007291639442803753,-0.0012582217510984993,-2.712391725517056e-4,0.00541301700718044,TRUE,below_baseline
numpy,referential,942,113148,114090,0.450342719932276,0.00825663949513542,-3.2604262872823724e-4,7.265818097413672e-4,0.4816499678420064,FALSE,not_significant
visual-studio,referential,1036,112444,113480,5.519829678072904e-5,0.009129362002114911,5.184509726321327e-4,0.001627533222339979,9.277024669030091e-5,TRUE,above_baseline
forms,referential,946,110824,111770,0.12851418636531947,0.00846380960901852,-1.308247886048936e-4,9.457041973842244e-4,0.15030898990095845,FALSE,not_significant
image,referential,900,110481,111381,0.9287645396670253,0.008080372774530664,-5.02998384226756e-4,5.51004124030374e-4,0.938145999663662,FALSE,not_significant
function,referential,1138,109729,110867,2.396089529866796e-16,0.010264551219028206,0.0016137877308080386,0.0028025748979906622,7.487779780833738e-16,TRUE,above_baseline
scala,referential,929,109817,110746,0.2173352891336345,0.008388564824011702,-2.0616331651885993e-4,8.705531552845536e-4,0.24419695408273542,FALSE,not_significant
vue.js,referential,563,104516,105079,1.5044477884206596e-22,0.0053578735998629605,-0.0031413485092543695,-0.00225564410027742,5.899795248708469e-22,TRUE,below_baseline
twitter-bootstrap,referential,593,100823,101416,3.913890189924973e-15,0.005847203597065552,-0.0026797851134887393,-0.001738547501637867,1.1860273302802948e-14,TRUE,below_baseline
performance,referential,2140,99018,101158,0,0.02115502481266929,0.012211153373993637,0.013986156442087234,0,TRUE,above_baseline
winforms,referential,1012,97494,98506,8.25813689746428e-15,0.01027348587903275,0.0015863888692079662,0.0028478430795998233,2.3262357457645855e-14,TRUE,above_baseline
selenium,referential,698,97396,98094,0.0010021084193887508,0.007115623789426468,-0.0014679723372940262,-4.1351989311074735e-4,0.0014846050657611122,TRUE,below_baseline
loops,referential,899,95291,96190,8.043299441199218e-6,0.009346085871712236,6.805741796499791e-4,0.0018988577545167823,1.4111051651226698e-5,TRUE,above_baseline
kotlin,referential,707,93709,94416,0.05123082709896871,0.007488137603795967,-0.0011193042355861788,-1.716036607959774e-5,0.06364077900493006,FALSE,not_significant
sqlite,referential,719,93066,93785,0.18247276703339468,0.007666471184091273,-9.492811147101597e-4,1.69483673634995e-4,0.20618391755185841,FALSE,not_significant
matlab,referential,911,92478,93389,6.929835592476523e-9,0.009754896186917088,0.0010671479506784757,0.002329904613897991,1.4744331047822389e-8,TRUE,above_baseline
python-2.7,referential,754,92328,93082,0.880827178539854,0.008100384607120604,-5.32949087105906e-4,6.209784920894041e-4,0.9034124908101067,FALSE,not_significant
hibernate,referential,690,92150,92840,0.03368665432266858,0.007432141318397242,-0.0011778809998973295,-7.057617256589618e-5,0.04374890171775141,TRUE,below_baseline
shell,referential,804,91640,92444,0.029641808653010384,0.008697157197871144,4.1156002635947e-5,0.0012404185838486297,0.03874746229151684,TRUE,above_baseline
express,referential,537,91713,92250,3.35854978314988e-14,0.005821138211382114,-0.002727458429494148,-0.001743004956999334,9.20150625520515e-14,TRUE,below_baseline
dart,referential,491,91392,91883,4.072003092830066e-20,0.005343752380745078,-0.0031853901395424798,-0.0022398449082250745,1.480728397392751e-19,TRUE,below_baseline
entity-framework,referential,820,89671,90491,7.364145626475316e-4,0.009061674641677073,3.868476068816279e-4,0.0016237618672148078,0.001107390319770724,TRUE,above_baseline
csv,referential,673,88926,89599,0.06844106376239503,0.007511244545140012,-0.0011116170604691315,2.1366341491445783e-5,0.08397676535263195,FALSE,not_significant
rest,referential,680,88699,89379,0.13448536862900287,0.007608051108202151,-0.0010191054004496892,1.2246780759628002e-4,0.15637833561511963,FALSE,not_significant
apache,referential,625,88658,89283,4.2439121771054304e-4,0.007000212806469316,-0.0016042224875135818,-5.08091708805496e-4,6.631112776727235e-4,TRUE,below_baseline
maven,referential,699,86386,87085,0.9219639970515142,0.00802664063845668,-6.234643666739539e-4,5.640058343296029e-4,0.938145999663662,FALSE,not_significant
android-studio,referential,631,86131,86762,0.009946553649024498,0.0072727691846660985,-0.001350135196937083,-2.1706624298843018e-4,0.013262071532032663,TRUE,below_baseline
linq,referential,1012,85445,86457,5.092379181788028e-33,0.011705240755520084,0.0029310302906531437,0.004366711411129314,2.61147650348104e-32,TRUE,above_baseline
dictionary,referential,828,84928,85756,1.727548048327416e-7,0.009655301086804421,9.434689985160892e-4,0.0022543933658350427,3.4208872244107243e-7,TRUE,above_baseline
qt,referential,727,84035,84762,0.09060490664731473,0.008576956655104882,-1.0124412007899732e-4,0.001142417621031051,0.1098241292694724,FALSE,not_significant
asp.net-core,referential,681,83289,83970,0.8621318323465642,0.00811003929974991,-5.540348160037603e-4,6.613736062458702e-4,0.8887957034500661,FALSE,not_significant
unit-testing,referential,575,82803,83378,1.8295191047410541e-4,0.006896303581280434,-0.0017229484474818423,-5.971841992150004e-4,2.9748278125870796e-4,TRUE,below_baseline
facebook,referential,426,81418,81844,7.886378904907134e-20,0.005205024192365964,-0.00334564178661202,-0.0023570496379137617,2.7671504929498715e-19,TRUE,below_baseline
swing,referential,881,80219,81100,4.628089132569747e-19,0.010863131935881627,0.0020924378551119395,0.0035210862073936046,1.5688437737524567e-18,TRUE,above_baseline
file,referential,768,79798,80566,2.90092778466378e-6,0.009532557158106397,8.042620613609153e-4,0.0021481124455941672,5.274414153934145e-6,TRUE,above_baseline
class,referential,922,78550,79472,6.924272225705935e-29,0.011601570364405074,0.002799829755929048,0.00429057116362339,2.8262335615126266e-28,TRUE,above_baseline
apache-spark,referential,496,78718,79214,1.665919495113231e-8,0.006261519428383872,-0.002345345288139347,-0.0012443556643506194,3.4348855569344963e-8,TRUE,below_baseline
tensorflow,referential,502,77339,77841,5.447572780250774e-7,0.0064490435631608025,-0.0021708009619910026,-0.0010438517209451028,1.0476101500482257e-6,TRUE,below_baseline
sorting,referential,1081,75768,76849,4.220215753933739e-77,0.014066546083878775,0.005176779265503821,0.006843573092996018,4.9649597105102815e-76,TRUE,above_baseline
date,referential,683,76031,76714,0.008817310052603588,0.00890319889459551,1.8113058174851573e-4,0.0015125273981847936,0.011835315506850455,TRUE,above_baseline
unity-game-engine,referential,800,74087,74887,1.0309026685773457e-15,0.010682762028122371,0.0018892136093399312,0.0033635706376471002,3.172008211007218e-15,TRUE,above_baseline
t-sql,referential,868,72680,73548,8.616516334469557e-30,0.011801816500788601,0.00296414196813202,0.004526751224187472,3.746311449769372e-29,TRUE,above_baseline
go,referential,554,72214,72768,0.1817951661484421,0.007613236587510994,-0.0010757011784861598,1.8943454425043665e-4,0.20618391755185841,FALSE,not_significant
authentication,referential,483,72179,72662,2.1981932366974925e-5,0.006647215876248933,-0.0020010840331636205,-8.172240235962231e-4,3.789988339133607e-5,TRUE,below_baseline
symfony,referential,413,72233,72646,9.217613262995695e-13,0.0056851031027172864,-0.002919180776853181,-0.0018233528269699564,2.3335729779735938e-12,TRUE,below_baseline
for-loop,referential,663,71109,71772,4.096354600150307e-4,0.009237585688012038,4.803932902349309e-4,0.0018820382765314338,6.502150158968741e-4,TRUE,above_baseline
.htaccess,referential,442,71254,71696,1.52415028697432e-8,0.0061649185449676415,-0.002465536924513772,-0.0013173657948086553,3.175313097863167e-8,TRUE,below_baseline
matplotlib,referential,437,71037,71474,6.556812865413706e-9,0.006114111425133615,-0.00251488114454731,-0.0013696358144431701,1.410067282884668e-8,TRUE,below_baseline
datetime,referential,641,70479,71120,0.004387679844053606,0.009012935883014623,2.6105878657477525e-4,0.0016520731701967603,0.006093999783407786,TRUE,above_baseline
opencv,referential,713,70193,70906,2.7822154088327596e-9,0.010055566524694666,0.0012639445936872772,0.002734448646444345,6.048294367027738e-9,TRUE,above_baseline
google-chrome,referential,449,68767,69216,3.96135728206825e-6,0.006486939435968562,-0.0021685818125009343,-9.702791248196518e-4,7.137580688411262e-6,TRUE,below_baseline
codeigniter,referential,506,68100,68606,0.0463204819777646,0.007375448211526688,-0.001322188647210112,-3.9654738994221905e-5,0.05797750567038065,FALSE,not_significant
perl,referential,886,67147,68033,2.2254262836936183e-47,0.01302309173489336,0.0041140418797992444,0.005819401780729766,1.6484639138471246e-46,TRUE,above_baseline
validation,referential,457,66018,66475,6.644703361879783e-4,0.006874764949229033,-0.0018107657029451329,-5.52444207854511e-4,0.001006773236648452,TRUE,below_baseline
http,referential,445,65964,66409,9.505860875528488e-5,0.006700898974536584,-0.001977012998708165,-7.33928861476378e-4,1.5712166736410726e-4,TRUE,below_baseline
sockets,referential,633,64230,64863,1.2802811720229994e-6,0.009759030572128949,9.452798866845839e-4,0.002460041448315603,2.3930489196691576e-6,TRUE,above_baseline
object,referential,675,64025,64700,1.4801651736467004e-11,0.010432766615146832,0.0015926481437506623,0.003160145277285292,3.5242027943969054e-11,TRUE,above_baseline
google-maps,referential,342,64182,64524,5.109636561936842e-15,0.00530035335689046,-0.0033174265451573356,-0.0021946065503194554,1.5252646453542812e-14,TRUE,below_baseline
uitableview,referential,548,62975,63523,0.1082864478030023,0.008626796593359885,-1.4963408086610922e-4,0.001290487458328168,0.12891243786071702,FALSE,not_significant
xaml,referential,389,61829,62218,4.931867223692758e-7,0.0062522099713909155,-0.002424567319384952,-0.0011837525470909274,9.576441211053898e-7,TRUE,below_baseline
if-statement,referential,667,61349,62016,6.124970786539396e-14,0.010755288957688338,0.0018863027843610135,0.003511535321757953,1.633325543077172e-13,TRUE,above_baseline
oop,referential,1002,60993,61995,2.6956980402349255e-112,0.016162593757561093,0.007112942585895152,0.009099505119969323,4.901269164063501e-111,TRUE,above_baseline
ubuntu,referential,396,58533,58929,2.8863257884424466e-4,0.006719951127628162,-0.0019970330791952533,-6.758044748061324e-4,4.6181212615079145e-4,TRUE,below_baseline
cordova,referential,312,57917,58229,3.40282298073038e-13,0.005358154871284068,-0.003292258175037963,-0.0021041718916516117,8.725187130077898e-13,TRUE,below_baseline
visual-studio-code,referential,439,57761,58200,0.16637659303605992,0.007542955326460481,-0.0012172672385526778,1.9043808221592875e-4,0.19219509197907678,FALSE,not_significant
email,referential,427,57538,57965,0.06347518592900726,0.00736651427585612,-0.001386915896140746,7.204638595276398e-6,0.07836442707284846,FALSE,not_significant
android-layout,referential,465,57256,57721,0.9991938112835791,0.008055993485906342,-7.305272179915011e-4,7.297743805464748e-4,0.9991938112835791,FALSE,not_significant
ms-access,referential,488,57208,57696,0.2809799563952154,0.00845812534664448,-3.463640865442076e-4,0.001149874970575459,0.31219995155023933,FALSE,not_significant
web-services,referential,421,57250,57671,0.04240020331622339,0.00730002947755371,-0.001452041400813368,-6.063945333692293e-5,0.05367114343825746,FALSE,not_significant
spring-mvc,referential,444,56770,57214,0.42884312873291763,0.007760338378718495,-0.0010159593340682616,4.2389628224754163e-4,0.4636141932247759,FALSE,not_significant
ggplot2,referential,209,56983,57192,5.591498954390995e-32,0.003654357252762624,-0.004897848715040828,-0.003906176588691634,2.6626185497099975e-31,TRUE,below_baseline
parsing,referential,537,56469,57006,2.757366200426714e-4,0.009420061046205663,5.69899902041578e-4,0.0021574823811120374,4.4473648393979253e-4,TRUE,above_baseline
pointers,referential,806,56128,56934,2.2830944518215325e-59,0.014156742895282256,0.005129312337304814,0.007071433644001988,2.075540410746848e-58,TRUE,above_baseline
github,referential,456,56198,56654,0.9840615354559694,0.008048857980019064,-7.441667567539856e-4,7.291429075344027e-4,0.9890065682974566,FALSE,not_significant
user-interface,referential,500,56022,56522,0.03594424152129589,0.008846113017939918,1.6959966720286597e-5,0.0015625262599018386,0.04637966647909147,TRUE,above_baseline
kubernetes,referential,349,56164,56513,5.824076283672542e-7,0.0061755702227805995,-0.002527704627406258,-0.0012338947362902533,1.1093478635566745e-6,TRUE,below_baseline
c++11,referential,952,55557,56509,2.9389506766609582e-120,0.016846873949282415,0.0077287859881271575,0.009852222101179961,5.877901353321917e-119,TRUE,above_baseline
selenium-webdriver,referential,418,55728,56146,0.10543411137642145,0.007444875859366651,-0.001323445499624222,1.0045740909981325e-4,0.12626839685798974,FALSE,not_significant
google-sheets,referential,291,55718,56009,3.7971058097062784e-14,0.00519559356531986,-0.0034572587669004363,-0.002264293911717555,1.0262448134341293e-13,TRUE,below_baseline
elasticsearch,referential,276,55655,55931,1.549673009632109e-16,0.004934651624322826,-0.0037035646265068324,-0.002539871934105226,5.080895113547898e-16,TRUE,below_baseline
google-apps-script,referential,308,54927,55235,7.258672471105e-11,0.005576174527020911,-0.0031022421173886932,-0.0018581486378271951,1.7079229343776472e-10,TRUE,below_baseline
templates,referential,721,54485,55206,2.3071542149801394e-39,0.013060174618700866,0.004056066985232513,0.005951542442911508,1.3982752818061452e-38,TRUE,above_baseline
ruby-on-rails-3,referential,280,54811,55091,6.073057391594726e-15,0.005082499863861611,-0.003568759505984595,-0.0023789805755498944,1.760306490317312e-14,TRUE,below_baseline
security,referential,414,54524,54938,0.17272145630493055,0.007535767592558884,-0.0012446548178528785,2.0345019371293695e-4,0.19739595006277777,FALSE,not_significant
variables,referential,461,53206,53667,0.16720973002179682,0.008590008757709579,-2.4795084929795405e-4,0.0013152285554594012,0.19219509197907678,FALSE,not_significant
machine-learning,referential,622,52899,53521,3.214465282742668e-20,0.011621606472225855,0.002656534322779402,0.004473938812414598,1.1905426973120994e-19,TRUE,above_baseline
flask,referential,288,53141,53429,5.645596952746015e-12,0.005390331093600854,-0.003287941068424439,-0.0020441365536315644,1.3769748665234182e-11,TRUE,below_baseline
sql-server-2008,referential,615,52773,53388,4.0123195638918414e-19,0.011519442571364351,0.002557195923738943,0.004368949409732049,1.3835584703075314e-18,TRUE,above_baseline
exception,referential,668,52376,53044,1.8479039241432488e-31,0.012593318754241762,0.003587306179863661,0.005486591519362153,8.399563291560222e-31,TRUE,above_baseline
tkinter,referential,456,51864,52320,0.09203522177698537,0.00871559633027523,-1.3804259952167005e-4,0.0014564954508144194,0.11088580936986189,FALSE,not_significant
delphi,referential,774,51392,52166,5.609116323576326e-67,0.014837250316297972,0.005742763676879302,0.007818997146458931,5.904332972185607e-66,TRUE,above_baseline
nginx,referential,293,51757,52050,6.031632761424942e-10,0.005629202689721421,-0.0030709141506718132,-0.0017834202791430546,1.370825627596578e-9,TRUE,below_baseline
listview,referential,457,51237,51694,0.04638200453630452,0.008840484388903934,-2.3621424621467256e-5,0.0015918503931716254,0.05797750567038065,FALSE,not_significant
haskell,referential,711,50755,51466,3.412040231731049e-48,0.01381494578945323,0.004749513269239224,0.006767638500409527,2.624646332100807e-47,TRUE,above_baseline
debugging,referential,523,50696,51219,5.1097755583924413e-8,0.010211054491497297,0.0012832999356696437,0.0030260692380672393,1.0322778905843317e-7,TRUE,above_baseline
asynchronous,referential,483,50613,51096,4.210143156681978e-4,0.009452794739314232,5.566331791453226e-4,0.0022362164902254306,6.630146703436186e-4,TRUE,above_baseline
jpa,referential,473,50611,51084,0.002385387689021684,0.009259259259259259,3.7154461930488994e-4,0.002034234089955917,0.003457083607277803,TRUE,above_baseline
jsp,referential,424,50352,50776,0.4590961277515622,0.008350401764613203,-4.982873576775369e-4,0.0010863510776462325,0.4858160082027113,FALSE,not_significant
web-scraping,referential,396,50251,50647,0.550244746940868,0.007818824412107331,-0.0010054637181334805,5.303727330904323e-4,0.579204996779861,FALSE,not_significant
gradle,referential,375,49980,50355,0.1265562185277088,0.0074471254095918975,-0.0013610339137068255,1.4254492363291005e-4,0.148889668856128,FALSE,not_significant
batch-file,referential,373,49801,50174,0.11932424789831357,0.007434129230278631,-0.0013747307566631872,1.3024940796273806e-4,0.1412121276903119,FALSE,not_significant
generics,referential,626,49328,49954,5.687534599765605e-29,0.012531529006686151,0.003498996871275615,0.005451321332838977,2.3698060832356687e-28,TRUE,above_baseline
xamarin,referential,320,49571,49891,4.127245088601866e-5,0.006413982481810346,-0.002343804117465898,-9.409707281711198e-4,6.99533065864723e-5,TRUE,below_baseline
pdf,referential,360,49355,49715,0.04224588184689248,0.007241275269033491,-0.0015612676697336744,-6.892160145705408e-5,0.05367114343825746,FALSE,not_significant
google-cloud-platform,referential,308,49019,49327,6.8279117606907865e-6,0.006244044843594786,-0.002508406304722324,-0.0011162438173458146,1.219269957266212e-5,TRUE,below_baseline
wcf,referential,342,48913,49255,0.00577173757682241,0.00694345751700335,-0.0018471222980539037,-3.787024771971069e-4,0.007961017347341256,TRUE,below_baseline
amazon-s3,referential,250,48873,49123,1.9598013803194576e-13,0.005089265720741812,-0.0035973856040091403,-0.002336822763764947,5.090393195634955e-13,TRUE,below_baseline
ssl,referential,359,48647,49006,0.07062889223690637,0.007325633595886218,-0.0014865980458720802,2.5125428386805386e-5,0.08613279541086143,FALSE,not_significant
testing,referential,341,48432,48773,0.008584282529183853,0.0069915732064871955,-0.0018051449813021444,-3.2444841498117493e-4,0.011600381796194397,TRUE,below_baseline
jenkins,referential,203,48328,48531,1.4233438433362187e-21,0.004182893408336939,-0.00444880795328751,-0.003298145039296323,5.371108842778184e-21,TRUE,below_baseline
npm,referential,264,47241,47505,1.1375690556506405e-9,0.005557309756867698,-0.003168527082418777,-0.0018295932131035379,2.5279312347792013e-9,TRUE,below_baseline
unix,referential,441,46920,47361,0.0022739259697265395,0.00931145879521125,3.8934246513283165e-4,0.0021208353160319564,0.003319599955805167,TRUE,above_baseline
recursion,referential,474,46697,47171,1.3375646035892594e-6,0.01004854677662123,0.0010914023893101885,0.00289295135467456,2.4542469790628613e-6,TRUE,above_baseline
ionic-framework,referential,256,46135,46391,9.900081446502373e-10,0.005518311741501585,-0.0032131313272371984,-0.0018629849990173426,2.2247374037083987e-9,TRUE,below_baseline
network-programming,referential,439,45851,46290,6.007849167140153e-4,0.009483689781810327,5.436612637007162e-4,0.0023109784906622266,9.172288804794128e-4,TRUE,above_baseline
google-app-engine,referential,276,45821,46097,6.850358470948372e-7,0.0059873744495303385,-0.0027741630223234535,-0.00136382788787358,1.292520466216674e-6,TRUE,below_baseline
visual-studio-2010,referential,420,45247,45667,0.006455274112954761,0.00919701316048788,2.6438815392959374e-4,0.0020168983577884565,0.00884284125062296,TRUE,above_baseline
mongoose,referential,243,45155,45398,1.1944701440148848e-10,0.005352658707432046,-0.0033758710312934087,-0.00203155136310021,2.745908377045712e-10,TRUE,below_baseline
assembly,referential,810,44208,45018,1.8320084061151002e-122,0.01799280287884846,0.008708009174737477,0.011164856773701735,4.071129791366889e-121,TRUE,above_baseline
.net-core,referential,338,44431,44769,0.23100695486819278,0.007549867095534857,-0.0013091421794392,2.961365612512035e-4,0.2581083294616679,FALSE,not_significant
android-fragments,referential,341,43955,44296,0.39952330695006544,0.007698212028174101,-0.0011728750030180275,4.5655925010852e-4,0.43426446407615804,FALSE,not_significant
math,referential,710,43564,44274,1.9882539677934088e-78,0.01603649997741338,0.006809490085009831,0.009150770060559216,2.485317459741761e-77,TRUE,above_baseline
join,referential,628,42989,43617,1.6648677974935701e-49,0.01439805580392966,0.005223155367304231,0.00746021643129738,1.3318942379948561e-48,TRUE,above_baseline
winapi,referential,528,42909,43437,1.3790213169117325e-21,0.01215553560328752,0.003068033772614244,0.005130297624703084,5.303928141968202e-21,TRUE,above_baseline
svg,referential,252,43148,43400,1.607887030975584e-7,0.005806451612903226,-0.0029656395386138297,-0.001534197044837428,3.215774061951168e-7,TRUE,below_baseline
rust,referential,365,42878,43243,0.3717999451822868,0.008440672478782694,-4.7870789126958633e-4,0.0012473130395772637,0.40633873790413866,FALSE,not_significant
animation,referential,222,43018,43240,1.0947283029283558e-11,0.00513413506012951,-0.0035968252396965162,-0.002247644449302175,2.6378995251285685e-11,TRUE,below_baseline
session,referential,294,42868,43162,0.003843242075098113,0.006811547194291274,-0.0020216110484512586,-4.6803437222390305e-4,0.00541301700718044,TRUE,below_baseline
intellij-idea,referential,291,42803,43094,0.0024855961714429077,0.006752680187497099,-0.002077752959095309,-5.296264751682036e-4,0.003576397368982601,TRUE,below_baseline
django-models,referential,226,42799,43025,7.957638741004417e-11,0.005252760023242301,-0.0034875843747838933,-0.0021196353879892153,1.8506136606987017e-10,TRUE,below_baseline
laravel-5,referential,282,42681,42963,5.437774520793101e-4,0.006563787445010823,-0.0022569987867592867,-7.281661324767775e-4,8.36580695506631e-4,TRUE,below_baseline
curl,referential,280,42567,42847,4.308269227509308e-4,0.006534879921581441,-0.0022852654853723724,-7.577144807224564e-4,6.679487174433037e-4,TRUE,below_baseline
hadoop,referential,234,42519,42753,2.3595922398128315e-9,0.005473300119289874,-0.003283350234775516,-0.001882789335902446,5.1859170105776524e-09,TRUE,below_baseline
javascript,missing_info,45493,2436890,2482383,6.202533518237169e-35,0.018326342067279705,8.992865357051219e-4,0.0012490767841257348,2.10255373499565e-34,TRUE,above_baseline
python,missing_info,38120,2132493,2170613,8.0380318194438e-4,0.017561859253584125,1.272635381785445e-4,4.92134154261152e-4,0.001148290259920543,TRUE,above_baseline
java,missing_info,38624,1847470,1886094,4.125343870062951e-232,0.020478300657337332,0.0030173273631285036,0.0034349531368176064,1.178669677160843e-230,TRUE,above_baseline
c#,missing_info,32941,1571152,1604093,2.4831822132542397e-207,0.020535592387723154,0.003057784757235309,0.0035090792034824453,4.1386370220904e-206,TRUE,above_baseline
php,missing_info,29276,1417185,1446461,1.3903935447897819e-156,0.020239743760806547,0.0027521852055766454,0.0032229815013078956,1.7379919309872274e-155,TRUE,above_baseline
android,missing_info,28614,1341148,1369762,2.538933174028186e-219,0.0208897604109327,0.003392428316387789,0.00388277169074906,5.077866348056372e-218,TRUE,above_baseline
html,missing_info,21753,1151641,1173394,1.8468938282062865e-25,0.0185385301100909,0.001036740841391212,0.0015359985640620328,5.3533154440761925e-25,TRUE,above_baseline
jquery,missing_info,21796,998073,1019869,8.968347845011812e-213,0.02137137220564602,0.003833684706239218,0.00440473889032427,1.6306086990930568e-211,TRUE,above_baseline
c++,missing_info,12541,795644,808185,4.0635201282775205e-32,0.015517486714056805,-0.0020091938244885944,-0.001460153562126348,1.3323016814024657e-31,TRUE,below_baseline
css,missing_info,13648,784168,797816,0.3263150950589702,0.01710670129453408,-4.3478144524511803e-4,1.4386321958472376e-4,0.35469032071627193,FALSE,not_significant
sql,missing_info,13819,658176,671995,1.8144655257228605e-93,0.020564141102240346,0.002968635804711465,0.003655325585040673,1.2513555349812831e-92,TRUE,above_baseline
ios,missing_info,11112,657503,668615,8.837876748681076e-5,0.016619429716653082,-9.436109754172757e-4,-3.218504060051135e-4,1.3290040223580565e-4,TRUE,below_baseline
mysql,missing_info,14060,639686,653746,8.716806095828052e-149,0.021506823751120466,0.0038991272006854683,0.004610199486826909,9.685340106475613e-148,TRUE,above_baseline
r,missing_info,6504,496526,503030,1.1315671934809328e-120,0.012929646343160447,-0.004639074679329036,-0.004005953449078623,1.0286974486190299e-119,TRUE,below_baseline
reactjs,missing_info,10208,447792,458000,2.13275113857546e-147,0.022288209606986898,0.004605325143524207,0.005466773255721036,2.2450011985004844e-146,TRUE,above_baseline
node.js,missing_info,9005,446443,455448,3.5774521560486223e-38,0.019771741230612497,0.0021118860613088992,0.002927275585187541,1.30089169310859e-37,TRUE,above_baseline
arrays,missing_info,8040,408249,416289,4.7190846665056004e-24,0.019313505761622333,0.0016400039670970022,0.00248268674141911,1.2584225777348267e-23,TRUE,above_baseline
c,missing_info,7141,398997,406138,0.10875800242247036,0.017582693567211146,-7.705749798029915e-5,7.381238176740377e-4,0.12795059108525925,FALSE,not_significant
asp.net,missing_info,8125,359816,367941,5.528532629581116e-110,0.02208234472374647,0.004352475052153532,0.005307893580610853,4.807419677896623e-109,TRUE,above_baseline
json,missing_info,8839,347543,356382,4.669925089857602e-257,0.024802038262314034,0.0070365943373828605,0.008063161372516652,1.5566416966192007e-255,TRUE,above_baseline
.net,missing_info,5431,330435,335866,1.716899963986287e-6,0.01617013928173736,-0.0015117922222318463,-6.522500290219889e-4,2.8378511801426233e-6,TRUE,below_baseline
sql-server,missing_info,7231,327667,334898,1.7642972460539354e-81,0.02159164880053031,0.0038444445398023498,0.0048345322465297175,1.1382562877767325e-80,TRUE,above_baseline
python-3.x,missing_info,5528,329072,334600,0.0012579547319156884,0.01652121936640765,-0.0011660163666463398,-2.9586571526691197e-4,0.0017593772474345291,TRUE,below_baseline
ruby-on-rails,missing_info,8367,324370,332737,1.286737492712021e-262,0.0251459861692568,0.007359261217942304,0.008428390305842746,5.146949970848084e-261,TRUE,above_baseline
swift,missing_info,6104,322120,328224,4.259929621772955e-9,0.018597055669299017,8.797542330868844e-4,0.0018100362907825956,7.344706244436129e-9,TRUE,above_baseline
django,missing_info,9103,296060,305163,0,0.02982995972644128,0.011971950341597856,0.013183648296556147,0,TRUE,above_baseline
angular,missing_info,6666,291551,298217,6.183329493394005e-100,0.022352850441121733,0.004567540413411171,0.005633839654103742,4.756407302610773e-99,TRUE,above_baseline
objective-c,missing_info,4748,282719,287467,0.0026036886053138497,0.01651667843613354,-0.0012043287276608543,-2.6663521480062145e-4,0.003566696719608013,TRUE,below_baseline
excel,missing_info,4788,282264,287052,0.019233127451327374,0.016679904686258934,-0.0010436822349653217,-1.0082920724536381e-4,0.023892083790468786,TRUE,below_baseline
pandas,missing_info,4852,282061,286913,0.16302474199745534,0.01691104969102132,-8.158107522863096e-4,1.33589319600398e-4,0.185255388633472,FALSE,not_significant
regex,missing_info,3471,257243,260714,2.2378820762882297e-53,0.013313439247604655,-0.004381780813495606,-0.0034956615060236372,1.0656581315658236e-52,TRUE,below_baseline
angularjs,missing_info,5378,250766,256144,2.2538634580403247e-47,0.020996002248735088,0.0031861506022603024,0.004301533080481319,9.590908332086488e-47,TRUE,above_baseline
typescript,missing_info,4019,223252,227271,0.11585928205711694,0.017683734396381413,-1.1281807582382811e-4,9.759660538581013e-4,0.13472009541525226,FALSE,not_significant
ruby,missing_info,4696,222115,226811,3.7198545383276914e-36,0.020704463187411544,0.002863952740909989,0.004040652819184545,1.3052121187114706e-35,TRUE,above_baseline
linux,missing_info,2742,221040,223782,3.1226132996539726e-73,0.012252996219535083,-0.00545797444767422,-0.004540353927984167,1.951633312283733e-72,TRUE,below_baseline
