topic,category,n_questions,n_miscomm,miscomm_rate
kotlin,terminology,94416,444.0,0.004702592780884596
tkinter,terminology,52320,288.0,0.005504587155963303
hibernate,terminology,92840,454.0,0.004890133563119345
entity-framework,terminology,90491,472.0,0.005215988330331193
curl,terminology,42847,174.0,0.004060961094125609
winapi,terminology,43437,248.0,0.005709418237907774
facebook,terminology,81844,293.0,0.0035799814280826937
gradle,terminology,50355,168.0,0.0033363121834971703
github,terminology,56654,269.0,0.004748120168037561
objective-c,terminology,287467,1634.0,0.005684130700219504
javascript,terminology,2482383,13091.0,0.005273561734833021
json,terminology,356382,1785.0,0.005008670471572638
powershell,terminology,118179,343.0,0.0029023769028338367
http,terminology,66409,341.0,0.005134846180487584
ms-access,terminology,57696,287.0,0.004974348308374931
spring-boot,terminology,145552,632.0,0.00434209079916456
spring,terminology,206640,1007.0,0.004873209446380178
unity-game-engine,terminology,74887,438.0,0.0058488122103969985
selenium,terminology,98094,511.0,0.005209289049279263
perl,terminology,68033,337.0,0.00495347845898314
sqlite,terminology,93785,491.0,0.005235378791917684
visual-studio-2010,terminology,45667,209.0,0.004576608929861826
email,terminology,57965,243.0,0.00419218493918744
azure,terminology,142509,544.0,0.0038173027668427957
ruby,terminology,226811,984.0,0.004338413921723373
mongodb,terminology,171110,731.0,0.004272105663023786
wordpress,terminology,185036,614.0,0.0033182732008906375
android-studio,terminology,86762,431.0,0.004967612549272723
typescript,terminology,227271,846.0,0.0037224282904550075
unit-testing,terminology,83378,300.0,0.0035980714337115307
network-programming,terminology,46290,277.0,0.00598401382588032
sql-server-2008,terminology,53388,305.0,0.005712894283359557
google-apps-script,terminology,55235,249.0,0.004508011224766905
codeigniter,terminology,68606,372.0,0.005422266274086814
csv,terminology,89599,493.0,0.005502293552383397
asp.net-core,terminology,83970,408.0,0.004858878170775277
arrays,terminology,416289,2982.0,0.007163292808601717
vba,terminology,215276,1203.0,0.005588175179769226
python-2.7,terminology,93082,481.0,0.00516748673212866
xaml,terminology,62218,280.0,0.004500305377864926
t-sql,terminology,73548,386.0,0.005248273236525806
spring-mvc,terminology,57214,280.0,0.00489390708567833
performance,terminology,101158,730.0,0.007216433697779711
cordova,terminology,58229,191.0,0.0032801525013309517
opencv,terminology,70906,504.0,0.007108002143683186
generics,terminology,49954,308.0,0.006165672418625135
wpf,terminology,167667,839.0,0.005003966194898221
firebase,terminology,138939,573.0,0.004124112020383046
vb.net,terminology,138844,685.0,0.0049335945377546025
django,terminology,305163,1367.0,0.004479573211693423
node.js,terminology,455448,1858.0,0.004079499745305721
google-maps,terminology,64524,280.0,0.00433947058458868
sorting,terminology,76849,579.0,0.007534255488034978
laravel,terminology,209277,996.0,0.004759242535013404
go,terminology,72768,356.0,0.00489226033421284
tensorflow,terminology,77841,413.0,0.005305687234233887
qt,terminology,84762,503.0,0.0059342629952101175
animation,terminology,43240,163.0,0.003769657724329325
flask,terminology,53429,199.0,0.003724569054258923
machine-learning,terminology,53521,454.0,0.008482651669438164
object,terminology,64700,485.0,0.007496136012364761
kubernetes,terminology,56513,262.0,0.00463610142799002
.net,terminology,335866,1765.0,0.005255071963223428
php,terminology,1446461,8051.0,0.005565998668474297
dictionary,terminology,85756,568.0,0.006623443257614627
npm,terminology,47505,162.0,0.0034101673508051783
sql,terminology,671995,3971.0,0.005909270158260106
multithreading,terminology,139336,1169.0,0.008389791582936212
google-app-engine,terminology,46097,184.0,0.003991582966353558
xamarin,terminology,49891,216.0,0.004329438175221984
swift,terminology,328224,1866.0,0.005685141854343375
unix,terminology,47361,272.0,0.005743121977998775
ios,terminology,668615,3565.0,0.005331917471190446
html,terminology,1173394,6425.0,0.005475569160912703
sql-server,terminology,334898,2022.0,0.006037659227585712
pointers,terminology,56934,568.0,0.009976463975831665
django-models,terminology,43025,200.0,0.004648460197559558
for-loop,terminology,71772,435.0,0.006060859388062197
image,terminology,111381,668.0,0.005997432237096093
amazon-s3,terminology,49123,222.0,0.004519267960018728
flutter,terminology,171345,638.0,0.0037234818640754035
symfony,terminology,72646,306.0,0.004212207141480605
ajax,terminology,217654,1286.0,0.005908460216674171
nginx,terminology,52050,190.0,0.003650336215177714
elasticsearch,terminology,55931,248.0,0.004434034792869786
numpy,terminology,114090,720.0,0.006310807257428346
bash,terminology,156221,721.0,0.0046152565916234055
scala,terminology,110746,541.0,0.0048850522817979886
angular,terminology,298217,1426.0,0.004781752884644403
asp.net,terminology,367941,1856.0,0.0050442869916644244
asynchronous,terminology,51096,290.0,0.005675591044308752
selenium-webdriver,terminology,56146,280.0,0.004986998183307805
apache,terminology,89283,349.0,0.003908918831132467
ruby-on-rails-3,terminology,55091,188.0,0.00341253562287851
user-interface,terminology,56522,312.0,0.005519974523194508
haskell,terminology,51466,421.0,0.008180157774064431
iphone,terminology,216848,1052.0,0.004851324430015494
wcf,referential,49255,342.0,0.00694345751700335
android,referential,1369762,10414.0,0.007602780629043585
xcode,referential,154984,1235.0,0.007968564496980333
database,referential,191655,2092.0,0.010915447027210352
hadoop,referential,42753,234.0,0.005473300119289874
winforms,referential,98506,1012.0,0.01027348587903275
eclipse,referential,122104,1088.0,0.008910437004520736
security,referential,54938,414.0,0.007535767592558884
session,referential,43162,294.0,0.006811547194291274
intellij-idea,referential,43094,291.0,0.006752680187497099
exception,referential,53044,668.0,0.012593318754241762
join,referential,43617,628.0,0.01439805580392966
algorithm,referential,120652,2378.0,0.019709577959752013
web-scraping,referential,50647,396.0,0.007818824412107331
rust,referential,43243,365.0,0.008440672478782694
docker,referential,134308,695.0,0.0051746731393513415
vue.js,referential,105079,563.0,0.0053578735998629605
react-native,referential,128353,635.0,0.0049472937913410675
gradle,referential,50355,375.0,0.0074471254095918975
entity-framework,referential,90491,820.0,0.009061674641677073
facebook,referential,81844,426.0,0.005205024192365964
winapi,referential,43437,528.0,0.01215553560328752
hibernate,referential,92840,690.0,0.007432141318397242
curl,referential,42847,280.0,0.006534879921581441
github,referential,56654,456.0,0.008048857980019064
mysql,referential,653746,7250.0,0.011089934011068519
python,referential,2170613,16947.0,0.007807471898491348
git,referential,151498,1702.0,0.011234471742201216
if-statement,referential,62016,667.0,0.010755288957688338
linux,referential,223782,2152.0,0.009616501774047957
regex,referential,260714,2423.0,0.009293708815023359
r,referential,503030,2726.0,0.005419159891060175
jpa,referential,51084,473.0,0.009259259259259259
python-3.x,referential,334600,2444.0,0.007304243873281531
list,referential,141437,1375.0,0.009721642851587633
matplotlib,referential,71474,437.0,0.006114111425133615
apache-spark,referential,79214,496.0,0.006261519428383872
c#,referential,1604093,15906.0,0.009915883929423044
web-services,referential,57671,421.0,0.00730002947755371
css,referential,797816,5299.0,0.006641882338784883
datetime,referential,71120,641.0,0.009012935883014623
windows,referential,164410,1429.0,0.008691685420594855
visual-studio-code,referential,58200,439.0,0.007542955326460481
.net,referential,335866,3359.0,0.010001012308480167
php,referential,1446461,13020.0,0.009001279675013706
xamarin,referential,49891,320.0,0.006413982481810346
sql,referential,671995,8093.0,0.012043244369377749
dictionary,referential,85756,828.0,0.009655301086804421
multithreading,referential,139336,1821.0,0.013069127863581559
npm,referential,47505,264.0,0.005557309756867698
google-app-engine,referential,46097,276.0,0.0059873744495303385
angularjs,referential,256144,1491.0,0.005820944468736336
c,referential,406138,5832.0,0.01435965115305635
class,referential,79472,922.0,0.011601570364405074
string,referential,184554,1941.0,0.010517246984622386
uitableview,referential,63523,548.0,0.008626796593359885
linq,referential,86457,1012.0,0.011705240755520084
date,referential,76714,683.0,0.00890319889459551
testing,referential,48773,341.0,0.0069915732064871955
macos,referential,114789,837.0,0.007291639442803753
express,referential,92250,537.0,0.005821138211382114
c++11,referential,56509,952.0,0.016846873949282415
math,referential,44274,710.0,0.01603649997741338
templates,referential,55206,721.0,0.013060174618700866
ubuntu,referential,58929,396.0,0.006719951127628162
java,referential,1886094,19392.0,0.010281566030113027
c++,referential,808185,11650.0,0.014415016363827589
excel,referential,287052,2295.0,0.007995067095857197
swing,referential,81100,881.0,0.010863131935881627
svg,referential,43400,252.0,0.005806451612903226
rest,referential,89379,680.0,0.007608051108202151
pandas,referential,286913,1501.0,0.0052315510276634385
parsing,referential,57006,537.0,0.009420061046205663
batch-file,referential,50174,373.0,0.007434129230278631
mongoose,referential,45398,243.0,0.005352658707432046
recursion,referential,47171,474.0,0.01004854677662123
dataframe,referential,147743,802.0,0.005428345166945303
.net-core,referential,44769,338.0,0.007549867095534857
json,referential,356382,2637.0,0.007399363604222435
spring,referential,206640,1706.0,0.008255903987611305
javascript,referential,2482383,18393.0,0.007409412649055363
objective-c,referential,287467,2353.0,0.008185287354722456
sqlite,referential,93785,719.0,0.007666471184091273
powershell,referential,118179,671.0,0.005677827702045202
unity-game-engine,referential,74887,800.0,0.010682762028122371
selenium,referential,98094,698.0,0.007115623789426468
http,referential,66409,445.0,0.006700898974536584
email,referential,57965,427.0,0.00736651427585612
visual-studio-2010,referential,45667,420.0,0.00919701316048788
ms-access,referential,57696,488.0,0.00845812534664448
perl,referential,68033,886.0,0.01302309173489336
spring-boot,referential,145552,1068.0,0.007337583818841377
pdf,referential,49715,360.0,0.007241275269033491
validation,referential,66475,457.0,0.006874764949229033
oracle-database,referential,151528,1829.0,0.01207037643207856
jsp,referential,50776,424.0,0.008350401764613203
delphi,referential,52166,774.0,0.014837250316297972
visual-studio,referential,113480,1036.0,0.009129362002114911
ggplot2,referential,57192,209.0,0.003654357252762624
google-sheets,referential,56009,291.0,0.00519559356531986
google-cloud-platform,referential,49327,308.0,0.006244044843594786
forms,referential,111770,946.0,0.00846380960901852
.htaccess,referential,71696,442.0,0.0061649185449676415
matlab,referential,93389,911.0,0.009754896186917088
twitter-bootstrap,referential,101416,593.0,0.005847203597065552
asp.net-mvc,referential,198120,1698.0,0.008570563294972744
google-chrome,referential,69216,449.0,0.006486939435968562
loops,referential,96190,899.0,0.009346085871712236
variables,referential,53667,461.0,0.008590008757709579
oop,referential,61995,1002.0,0.016162593757561093
authentication,referential,72662,483.0,0.006647215876248933
file,referential,80566,768.0,0.009532557158106397
ssl,referential,49006,359.0,0.007325633595886218
amazon-web-services,referential,153870,830.0,0.0053941639045947875
tkinter,referential,52320,456.0,0.00871559633027523
ionic-framework,referential,46391,256.0,0.005518311741501585
kotlin,referential,94416,707.0,0.007488137603795967
wpf,referential,167667,1159.0,0.006912511108327817
vb.net,referential,138844,1394.0,0.010040044942525424
object,referential,64700,675.0,0.010432766615146832
google-maps,referential,64524,342.0,0.00530035335689046
django,referential,305163,1688.0,0.00553147006681675
qt,referential,84762,727.0,0.008576956655104882
animation,referential,43240,222.0,0.00513413506012951
node.js,referential,455448,2741.0,0.006018250162477385
laravel,referential,209277,1365.0,0.00652245588382861
sorting,referential,76849,1081.0,0.014066546083878775
flask,referential,53429,288.0,0.005390331093600854
go,referential,72768,554.0,0.007613236587510994
machine-learning,referential,53521,622.0,0.011621606472225855
firebase,referential,138939,1019.0,0.007334153837295504
kubernetes,referential,56513,349.0,0.0061755702227805995
tensorflow,referential,77841,502.0,0.0064490435631608025
azure,referential,142509,750.0,0.005262825505757531
mongodb,referential,171110,1093.0,0.0063877038162585475
ruby,referential,226811,1592.0,0.007019059922137815
sql-server-2008,referential,53388,615.0,0.011519442571364351
wordpress,referential,185036,1207.0,0.0065230549730863185
csv,referential,89599,673.0,0.007511244545140012
codeigniter,referential,68606,506.0,0.007375448211526688
network-programming,referential,46290,439.0,0.009483689781810327
android-studio,referential,86762,631.0,0.0072727691846660985
unit-testing,referential,83378,575.0,0.006896303581280434
google-apps-script,referential,55235,308.0,0.005576174527020911
typescript,referential,227271,1465.0,0.006446048989972324
asp.net-core,referential,83970,681.0,0.00811003929974991
asp.net,referential,367941,2852.0,0.007751242726415376
iphone,referential,216848,1574.0,0.007258540544528886
apache,referential,89283,625.0,0.007000212806469316
symfony,referential,72646,413.0,0.0056851031027172864
ruby-on-rails-3,referential,55091,280.0,0.005082499863861611
scala,referential,110746,929.0,0.008388564824011702
bash,referential,156221,1340.0,0.0085775920010754
ajax,referential,217654,1732.0,0.007957584055427422
selenium-webdriver,referential,56146,418.0,0.007444875859366651
user-interface,referential,56522,500.0,0.008846113017939918
numpy,referential,114090,942.0,0.00825663949513542
elasticsearch,referential,55931,276.0,0.004934651624322826
nginx,referential,52050,293.0,0.005629202689721421
asynchronous,referential,51096,483.0,0.009452794739314232
haskell,referential,51466,711.0,0.01381494578945323
angular,referential,298217,1741.0,0.005838030695768518
ruby-on-rails,referential,332737,1824.0,0.00548180695263827
jquery,referential,1019869,7973.0,0.007817670700844912
function,referential,110867,1138.0,0.010264551219028206
xml,referential,211734,1666.0,0.00786836313487678
postgresql,referential,176386,1449.0,0.008214937693467735
listview,referential,51694,457.0,0.008840484388903934
maven,referential,87085,699.0,0.00802664063845668
shell,referential,92444,804.0,0.008697157197871144
android-fragments,referential,44296,341.0,0.007698212028174101
sockets,referential,64863,633.0,0.009759030572128949
debugging,referential,51219,523.0,0.010211054491497297
assembly,referential,45018,810.0,0.01799280287884846
android-layout,referential,57721,465.0,0.008055993485906342
jenkins,referential,48531,203.0,0.004182893408336939
dart,referential,91883,491.0,0.005343752380745078
reactjs,referential,458000,2440.0,0.0053275109170305675
laravel-5,referential,42963,282.0,0.006563787445010823
performance,referential,101158,2140.0,0.02115502481266929
spring-mvc,referential,57214,444.0,0.007760338378718495
python-2.7,referential,93082,754.0,0.008100384607120604
cordova,referential,58229,312.0,0.005358154871284068
xaml,referential,62218,389.0,0.0062522099713909155
arrays,referential,416289,4154.0,0.009978644643504873
opencv,referential,70906,713.0,0.010055566524694666
vba,referential,215276,1921.0,0.008923428528958175
t-sql,referential,73548,868.0,0.011801816500788601
generics,referential,49954,626.0,0.012531529006686151
html,referential,1173394,8682.0,0.00739904925370336
ios,referential,668615,5099.0,0.007626212394277724
sql-server,referential,334898,3845.0,0.01148110768054751
pointers,referential,56934,806.0,0.014156742895282256
image,referential,111381,900.0,0.008080372774530664
amazon-s3,referential,49123,250.0,0.005089265720741812
unix,referential,47361,441.0,0.00931145879521125
django-models,referential,43025,226.0,0.005252760023242301
for-loop,referential,71772,663.0,0.009237585688012038
swift,referential,328224,2649.0,0.008070707809300965
flutter,referential,171345,901.0,0.0052583968017741985
mysql,missing_info,653746,14060.0,0.021506823751120466
jpa,missing_info,51084,1366.0,0.02674027092631744
r,missing_info,503030,6504.0,0.012929646343160447
python,missing_info,2170613,38120.0,0.017561859253584125
linux,missing_info,223782,2742.0,0.012252996219535083
git,missing_info,151498,1556.0,0.010270762650332018
regex,missing_info,260714,3471.0,0.013313439247604655
list,missing_info,141437,2560.0,0.01809993141822861
matplotlib,missing_info,71474,936.0,0.0130956711531466
python-3.x,missing_info,334600,5528.0,0.01652121936640765
if-statement,missing_info,62016,1013.0,0.016334494324045407
apache-spark,missing_info,79214,1425.0,0.01798924432549802
delphi,missing_info,52166,912.0,0.017482651535482882
oracle-database,missing_info,151528,3194.0,0.021078612533657146
jsp,missing_info,50776,1120.0,0.022057665038600915
pdf,missing_info,49715,861.0,0.0173187166851051
validation,missing_info,66475,1262.0,0.018984580669424597
visual-studio,missing_info,113480,1556.0,0.0137116672541417
google-sheets,missing_info,56009,1820.0,0.03249477762502455
ggplot2,missing_info,57192,702.0,0.012274443978178767
google-cloud-platform,missing_info,49327,1146.0,0.023232712307661118
winforms,missing_info,98506,1718.0,0.01744056199622358
session,missing_info,43162,735.0,0.017028867985728186
android,missing_info,1369762,28614.0,0.0208897604109327
wcf,missing_info,49255,1008.0,0.02046492741853619
xcode,missing_info,154984,2292.0,0.01478862334176431
eclipse,missing_info,122104,1928.0,0.015789818515363954
intellij-idea,missing_info,43094,648.0,0.015036896087622407
security,missing_info,54938,478.0,0.008700717172084895
database,missing_info,191655,3549.0,0.018517648900367847
exception,missing_info,53044,1198.0,0.022585023753864716
web-scraping,missing_info,50647,1164.0,0.02298260509013367
algorithm,missing_info,120652,1737.0,0.014396777508868482
hadoop,missing_info,42753,766.0,0.017916871330666852
join,missing_info,43617,970.0,0.022239035238553775
rust,missing_info,43243,354.0,0.00818629604791527
docker,missing_info,134308,2957.0,0.022016558954045924
vue.js,missing_info,105079,1829.0,0.017405951712521055
react-native,missing_info,128353,2472.0,0.01925938622392932
c,missing_info,406138,7141.0,0.017582693567211146
class,missing_info,79472,1457.0,0.018333501107308234
uitableview,missing_info,63523,1621.0,0.02551831620043134
templates,missing_info,55206,726.0,0.013150744484295184
linq,missing_info,86457,2039.0,0.023583978162554795
c++11,missing_info,56509,720.0,0.012741333238953087
string,missing_info,184554,2998.0,0.016244567985521853
date,missing_info,76714,1218.0,0.015877154104857003
math,missing_info,44274,584.0,0.013190585896914667
macos,missing_info,114789,1243.0,0.010828563712550855
express,missing_info,92250,2114.0,0.022915989159891598
ubuntu,missing_info,58929,812.0,0.013779293726348656
testing,missing_info,48773,749.0,0.01535685727759211
angularjs,missing_info,256144,5378.0,0.020996002248735088
php,missing_info,1446461,29276.0,0.020239743760806547
multithreading,missing_info,139336,2240.0,0.01607624734454843
.net,missing_info,335866,5431.0,0.01617013928173736
sql,missing_info,671995,13819.0,0.020564141102240346
dictionary,missing_info,85756,1511.0,0.017619758384252997
google-app-engine,missing_info,46097,872.0,0.018916632318805995
npm,missing_info,47505,936.0,0.019703189137985477
xamarin,missing_info,49891,946.0,0.018961335711851837
iphone,missing_info,216848,2829.0,0.013046004574632923
asp.net,missing_info,367941,8125.0,0.02208234472374647
ruby-on-rails-3,missing_info,55091,1169.0,0.021219436931622225
haskell,missing_info,51466,549.0,0.010667236622236039
selenium-webdriver,missing_info,56146,1817.0,0.032362056068108144
ajax,missing_info,217654,5690.0,0.026142409512345283
asynchronous,missing_info,51096,749.0,0.014658681697197432
apache,missing_info,89283,1375.0,0.015400468174232497
user-interface,missing_info,56522,721.0,0.01275609497186936
bash,missing_info,156221,1962.0,0.012559130974708906
scala,missing_info,110746,1467.0,0.013246528091308038
symfony,missing_info,72646,1506.0,0.020730666519835916
numpy,missing_info,114090,1609.0,0.0141029012183364
nginx,missing_info,52050,988.0,0.018981748318924112
elasticsearch,missing_info,55931,1695.0,0.030305197475460836
angular,missing_info,298217,6666.0,0.022352850441121733
hibernate,missing_info,92840,2618.0,0.02819905213270142
entity-framework,missing_info,90491,2358.0,0.02605784000618846
github,missing_info,56654,567.0,0.010008119461997388
facebook,missing_info,81844,950.0,0.011607448316309076
winapi,missing_info,43437,514.0,0.011833229735018533
curl,missing_info,42847,780.0,0.018204308352976872
gradle,missing_info,50355,992.0,0.0197001290835071
variables,missing_info,53667,868.0,0.016173812585015
asp.net-mvc,missing_info,198120,5302.0,0.02676155865132243
loops,missing_info,96190,1706.0,0.01773573136500676
ssl,missing_info,49006,771.0,0.015732767416234746
oop,missing_info,61995,801.0,0.012920396806194048
file,missing_info,80566,1375.0,0.017066752724474343
google-chrome,missing_info,69216,1028.0,0.014852057327785483
forms,missing_info,111770,2596.0,0.02322626822939966
authentication,missing_info,72662,1167.0,0.016060664446340592
matlab,missing_info,93389,1201.0,0.012860186959920333
tkinter,missing_info,52320,620.0,0.011850152905198776
.htaccess,missing_info,71696,1152.0,0.016067841999553672
amazon-web-services,missing_info,153870,2749.0,0.017865730811724184
twitter-bootstrap,missing_info,101416,2150.0,0.021199810680760434
kotlin,missing_info,94416,1749.0,0.018524402643619726
ionic-framework,missing_info,46391,972.0,0.02095233989351383
java,missing_info,1886094,38624.0,0.020478300657337332
c++,missing_info,808185,12541.0,0.015517486714056805
swing,missing_info,81100,979.0,0.012071516646115906
excel,missing_info,287052,4788.0,0.016679904686258934
rest,missing_info,89379,1718.0,0.01922151735866367
parsing,missing_info,57006,993.0,0.017419219029575835
batch-file,missing_info,50174,623.0,0.012416789572288436
svg,missing_info,43400,524.0,0.012073732718894009
mongoose,missing_info,45398,979.0,0.021564826644345565
recursion,missing_info,47171,818.0,0.017341163002692332
dataframe,missing_info,147743,2254.0,0.015256221952985928
pandas,missing_info,286913,4852.0,0.01691104969102132
.net-core,missing_info,44769,880.0,0.019656458710268266
css,missing_info,797816,13648.0,0.01710670129453408
c#,missing_info,1604093,32941.0,0.020535592387723154
windows,missing_info,164410,1994.0,0.012128216045252722
web-services,missing_info,57671,1034.0,0.017929288550571344
datetime,missing_info,71120,1169.0,0.01643700787401575
visual-studio-code,missing_info,58200,661.0,0.011357388316151202
generics,missing_info,49954,786.0,0.01573447571766025
arrays,missing_info,416289,8040.0,0.019313505761622333
cordova,missing_info,58229,860.0,0.014769273042641983
performance,missing_info,101158,1790.0,0.017695090847980387
spring-mvc,missing_info,57214,1640.0,0.02866431293040165
vba,missing_info,215276,3915.0,0.01818595663241606
xaml,missing_info,62218,1030.0,0.016554694782860264
opencv,missing_info,70906,1380.0,0.019462386821989676
t-sql,missing_info,73548,1480.0,0.0201229129276119
python-2.7,missing_info,93082,1600.0,0.017189145054897832
html,missing_info,1173394,21753.0,0.0185385301100909
image,missing_info,111381,1945.0,0.017462583384957937
ios,missing_info,668615,11112.0,0.016619429716653082
sql-server,missing_info,334898,7231.0,0.02159164880053031
django-models,missing_info,43025,1332.0,0.03095874491574666
pointers,missing_info,56934,1016.0,0.017845224294797485
unix,missing_info,47361,605.0,0.012774223517239924
amazon-s3,missing_info,49123,891.0,0.018138143028723817
for-loop,missing_info,71772,1241.0,0.017290865518586634
swift,missing_info,328224,6104.0,0.018597055669299017
flutter,missing_info,171345,3704.0,0.021617205054130555
google-apps-script,missing_info,55235,2395.0,0.0433601882864126
ruby,missing_info,226811,4696.0,0.020704463187411544
wordpress,missing_info,185036,2684.0,0.014505285457964937
codeigniter,missing_info,68606,1623.0,0.023656823018394894
mongodb,missing_info,171110,3172.0,0.01853778271287476
csv,missing_info,89599,1889.0,0.021082824585095816
sql-server-2008,missing_info,53388,1142.0,0.021390574660972505
azure,missing_info,142509,2795.0,0.019612796384789733
unit-testing,missing_info,83378,1358.0,0.01628727002326753
network-programming,missing_info,46290,544.0,0.01175199827176496
typescript,missing_info,227271,4019.0,0.017683734396381413
android-studio,missing_info,86762,1898.0,0.021875936469883128
asp.net-core,missing_info,83970,2051.0,0.024425390020245324
sqlite,missing_info,93785,1722.0,0.018361145172468944
javascript,missing_info,2482383,45493.0,0.018326342067279705
json,missing_info,356382,8839.0,0.024802038262314034
objective-c,missing_info,287467,4748.0,0.01651667843613354
visual-studio-2010,missing_info,45667,636.0,0.013926905643024503
spring,missing_info,206640,5277.0,0.025537166085946573
http,missing_info,66409,1119.0,0.016850125735969522
powershell,missing_info,118179,1543.0,0.013056465192631516
perl,missing_info,68033,1154.0,0.016962356503461555
selenium,missing_info,98094,3346.0,0.03411013925418476
unity-game-engine,missing_info,74887,1048.0,0.013994418256840306
ms-access,missing_info,57696,1002.0,0.017366888519134774
email,missing_info,57965,960.0,0.01656171827827137
spring-boot,missing_info,145552,3829.0,0.02630674947784984
jquery,missing_info,1019869,21796.0,0.02137137220564602
xml,missing_info,211734,4348.0,0.02053519982619702
ruby-on-rails,missing_info,332737,8367.0,0.0251459861692568
listview,missing_info,51694,1366.0,0.026424730142763184
jenkins,missing_info,48531,615.0,0.012672312542498608
assembly,missing_info,45018,903.0,0.020058643209382915
maven,missing_info,87085,2198.0,0.025239708330941035
function,missing_info,110867,1749.0,0.015775659123093436
android-layout,missing_info,57721,1374.0,0.023804161397065194
shell,missing_info,92444,1184.0,0.012807753883432131
sockets,missing_info,64863,1039.0,0.01601837719501102
android-fragments,missing_info,44296,1354.0,0.03056709409427488
debugging,missing_info,51219,675.0,0.013178703215603585
postgresql,missing_info,176386,3090.0,0.017518397151701382
dart,missing_info,91883,1878.0,0.020439036600894616
reactjs,missing_info,458000,10208.0,0.022288209606986898
laravel-5,missing_info,42963,1192.0,0.0277448036682727
vb.net,missing_info,138844,2495.0,0.0179698078418945
object,missing_info,64700,1213.0,0.01874806800618238
wpf,missing_info,167667,2803.0,0.016717660601072364
django,missing_info,305163,9103.0,0.02982995972644128
sorting,missing_info,76849,1378.0,0.0179312678109019
node.js,missing_info,455448,9005.0,0.019771741230612497
animation,missing_info,43240,513.0,0.011864014801110084
google-maps,missing_info,64524,1028.0,0.015932056289132725
qt,missing_info,84762,950.0,0.011207852575446544
go,missing_info,72768,939.0,0.012904023746701847
machine-learning,missing_info,53521,794.0,0.014835298294127539
flask,missing_info,53429,1104.0,0.020662935858803272
laravel,missing_info,209277,5830.0,0.027857815240088495
firebase,missing_info,138939,3104.0,0.022340739461202398
tensorflow,missing_info,77841,1252.0,0.016084068806926942
kubernetes,missing_info,56513,1298.0,0.02296816661653071
t-sql,contradiction,73548,10.0,0.0001359656278892696
python-2.7,contradiction,93082,12.0,0.00012891858791173373
performance,contradiction,101158,16.0,0.00015816840981434984
vba,contradiction,215276,11.0,5.109719615749085e-05
arrays,contradiction,416289,47.0,0.00011290233467615047
cordova,contradiction,58229,0.0,0.0
spring-mvc,contradiction,57214,3.0,5.243471877512497e-05
opencv,contradiction,70906,4.0,5.6412715426057034e-05
xaml,contradiction,62218,1.0,1.607251920666045e-05
generics,contradiction,49954,16.0,0.0003202946710974096
android,contradiction,1369762,49.0,3.577263787431685e-05
docker,contradiction,134308,4.0,2.9782291449504125e-05
algorithm,contradiction,120652,37.0,0.0003066671087093459
vue.js,contradiction,105079,2.0,1.9033298756173926e-05
xcode,contradiction,154984,9.0,5.807051050431012e-05
security,contradiction,54938,7.0,0.00012741636026065748
exception,contradiction,53044,9.0,0.0001696704622577483
react-native,contradiction,128353,5.0,3.895506922315801e-05
intellij-idea,contradiction,43094,1.0,2.320508655497285e-05
web-scraping,contradiction,50647,1.0,1.974450609118013e-05
join,contradiction,43617,3.0,6.878052135635188e-05
wcf,contradiction,49255,4.0,8.121002943863567e-05
eclipse,contradiction,122104,5.0,4.094869946930485e-05
database,contradiction,191655,18.0,9.391876027236441e-05
hadoop,contradiction,42753,4.0,9.356068579982691e-05
session,contradiction,43162,6.0,0.00013901116723043417
winforms,contradiction,98506,8.0,8.121332710697826e-05
rust,contradiction,43243,7.0,0.00016187591055199686
entity-framework,contradiction,90491,11.0,0.0001215590500712778
facebook,contradiction,81844,0.0,0.0
github,contradiction,56654,3.0,5.2953013026441206e-05
curl,contradiction,42847,3.0,7.001657058837259e-05
winapi,contradiction,43437,11.0,0.00025324032506849
hibernate,contradiction,92840,5.0,5.3856096510124945e-05
gradle,contradiction,50355,1.0,1.985900109224506e-05
python,contradiction,2170613,125.0,5.758741885356809e-05
python-3.x,contradiction,334600,12.0,3.5863717872086074e-05
git,contradiction,151498,19.0,0.00012541419688708762
mysql,contradiction,653746,57.0,8.718982601805594e-05
regex,contradiction,260714,33.0,0.00012657548117860952
linux,contradiction,223782,16.0,7.149815445388815e-05
r,contradiction,503030,20.0,3.9759060095819336e-05
list,contradiction,141437,15.0,0.00010605428565368327
apache-spark,contradiction,79214,4.0,5.049612442245058e-05
jpa,contradiction,51084,3.0,5.872680291284943e-05
matplotlib,contradiction,71474,1.0,1.3991101659344656e-05
if-statement,contradiction,62016,10.0,0.00016124871001031992
visual-studio,contradiction,113480,9.0,7.930912936200212e-05
pdf,contradiction,49715,2.0,4.022930705018606e-05
jsp,contradiction,50776,1.0,1.9694343784465103e-05
delphi,contradiction,52166,13.0,0.0002492044626768393
oracle-database,contradiction,151528,18.0,0.00011878992661422311
google-cloud-platform,contradiction,49327,2.0,4.054574573762848e-05
validation,contradiction,66475,4.0,6.0172997367431366e-05
google-sheets,contradiction,56009,0.0,0.0
ggplot2,contradiction,57192,0.0,0.0
macos,contradiction,114789,9.0,7.840472519143821e-05
express,contradiction,92250,1.0,1.084010840108401e-05
string,contradiction,184554,28.0,0.00015171711260660836
c,contradiction,406138,108.0,0.0002659194657973398
angularjs,contradiction,256144,5.0,1.9520269848210383e-05
